CCFS_A,CCFS_B,Mud_Diamict,Diamict_only,Al,Ca,Zr,K,Rb,Si,b_star,NGR,MS,Mud_Diamict_code,Diamict_only_code
53.909,46.09,diamict,massive_diamict,14.146,3.5098,43.082,1.486,38.127,47.02,-2.4,0.025,71.7,2,3
53.919,46.1,diamict,massive_diamict,13.933,3.5659,42.978,1.5267,39.691,46.867,-2.7,0.025,71.7,2,3
53.944,46.12,diamict,massive_diamict,13.7,3.6188,40.355,1.4783,40.379,46.41,-2.7,0.025,66.2,2,3
53.959,46.14,diamict,massive_diamict,14.2,3.3792,42.531,1.4886,39.971,46.809,-3,0.025,64.9,2,3
53.969,46.15,diamict,massive_diamict,14.2,3.3792,42.531,1.4886,39.971,46.809,-3.1,0.025,64.9,2,3
53.994,46.17,diamict,massive_diamict,14.051,3.3035,41.126,1.5553,41.714,45.969,-3.4,0.025,67.1,2,3
54.009,46.18,diamict,massive_diamict,14.051,3.3035,41.126,1.5553,41.714,45.969,-2.5,0.025,70.8,2,3
54.019,46.19,diamict,massive_diamict,13.809,3.5426,45.011,1.4364,36.929,46.276,-2.5,0.025,70.8,2,3
54.044,46.21,diamict,massive_diamict,14.169,3.3731,43.321,1.5576,40.67,46.276,-1.2,0.025,76.8,2,3
54.059,46.22,diamict,massive_diamict,13.59,3.469,45.102,1.4657,38.656,47.179,-2.5,0.025,80.8,2,3
54.069,46.23,diamict,massive_diamict,13.59,3.469,45.102,1.4657,38.656,47.179,-1.9,0.025,80.8,2,3
54.094,46.25,diamict,massive_diamict,13.351,3.4947,46.416,1.3781,34.969,46.103,-1.9,0.025,80.2,2,3
54.109,46.26,diamict,massive_diamict,13.351,3.4947,46.416,1.3781,34.969,46.103,-1.9,0.025,79.6,2,3
54.119,46.27,diamict,massive_diamict,13.567,3.4092,44.405,1.3594,34.901,46.143,-2.7,0.025,79.6,2,3
54.144,46.29,diamict,massive_diamict,13.828,3.3001,42.689,1.4264,36.396,45.317,-3.5,0.025,75.7,2,3
54.159,46.31,diamict,massive_diamict,13.339,3.3551,39.533,1.4332,38.571,44.069,-3.2,0.025,72.1,2,3
54.169,46.32,diamict,massive_diamict,13.339,3.3551,39.533,1.4332,38.571,44.069,-3.5,0.025,72.1,2,3
54.194,46.34,diamict,massive_diamict,13.64,3.2949,42.837,1.494,36.604,45.608,-3.2,0.025,70.3,2,3
54.209,46.35,diamict,massive_diamict,13.64,3.2949,42.837,1.494,36.604,45.608,-3.4,0.025,70.3,2,3
54.219,46.36,diamict,massive_diamict,13.199,3.5648,43.886,1.4501,35.576,45.861,-3.4,0.025,70.3,2,3
54.244,46.38,diamict,massive_diamict,13.417,3.4755,43.83,1.464,36.371,45.732,-3.7,0.025,69.7,2,3
54.259,46.39,diamict,massive_diamict,11.904,3.3264,42.697,1.4309,39.362,41.534,-3.6,0.025,71.4,2,3
54.269,46.4,diamict,massive_diamict,11.904,3.3264,42.697,1.4309,39.362,41.534,-3,0.025,71.4,2,3
54.294,46.42,diamict,massive_diamict,12.751,3.7321,42.283,1.4504,37.476,44.536,-2.4,0.025,73.4,2,3
54.309,46.44,diamict,massive_diamict,12.751,3.7321,42.283,1.4504,37.476,44.536,-2.4,0.025,72.9,2,3
54.333,46.46,diamict,massive_diamict,11.25,3.4392,42.308,1.4016,41.988,40.026,-1.8,0.025,67.8,2,3
54.334,46.46,diamict,massive_diamict,11.25,3.4392,42.308,1.4016,41.988,40.026,-1.8,0.025,67.8,2,3
54.359,46.48,diamict,massive_diamict,11.704,3.4285,43.503,1.4273,39.583,40.414,-2.5,0.025,64.9,2,3
54.383,46.5,diamict,massive_diamict,13.188,3.5576,46.022,1.5979,44.919,44.326,-1.7,0.025,66.5,2,3
54.384,46.5,diamict,massive_diamict,13.188,3.5576,46.022,1.5979,44.919,44.326,-1.7,0.025,66.5,2,3
54.409,46.52,diamict,massive_diamict,13.476,3.5599,46.523,1.5751,42.493,45.084,-0.8,0.024,67.6,2,3
54.433,46.54,diamict,massive_diamict,13.693,3.5786,43.977,1.5796,42.843,45.794,-2.5,0.024,65.9,2,3
54.434,46.54,diamict,massive_diamict,13.693,3.5786,43.977,1.5796,42.843,45.794,-2.5,0.024,65.9,2,3
54.459,46.56,diamict,massive_diamict,13.415,3.7134,45.69,1.5457,40.661,45.68,-1.2,0.024,61.6,2,3
54.483,46.58,diamict,massive_diamict,14.123,3.6037,42.565,1.5262,39.25,45.764,-1.3,0.024,61.8,2,3
54.484,46.59,diamict,massive_diamict,14.123,3.6037,42.565,1.5262,39.25,45.764,-1.3,0.024,61.8,2,3
54.509,46.61,diamict,massive_diamict,13.699,3.7059,42.627,1.5523,42.705,45.513,-1.4,0.025,65.5,2,3
54.533,46.63,diamict,massive_diamict,13.966,3.4699,41.074,1.529,41.164,45.958,-2.9,0.025,67.2,2,3
54.534,46.63,diamict,massive_diamict,13.966,3.4699,41.074,1.529,41.164,45.958,-2.9,0.025,67.2,2,3
54.559,46.65,diamict,massive_diamict,13.6,3.4889,45.767,1.5478,40.732,45.941,-0.8,0.025,67,2,3
54.583,46.67,diamict,massive_diamict,13.574,3.5563,44.262,1.5355,40.409,46.168,0,0.025,68.1,2,3
54.584,46.67,diamict,massive_diamict,13.574,3.5563,44.262,1.5355,40.409,46.168,0,0.025,68.1,2,3
54.609,46.69,diamict,massive_diamict,13.956,3.362,42.519,1.4882,39.31,46.331,-0.5,0.025,68.8,2,3
54.633,46.71,diamict,massive_diamict,13.151,3.4522,43.39,1.4856,39.923,44.992,-1,0.025,69.5,2,3
54.634,46.71,diamict,massive_diamict,13.151,3.4522,43.39,1.4856,39.923,44.992,-1,0.025,69.5,2,3
54.659,46.74,diamict,massive_diamict,13.481,3.5335,42.147,1.4815,39.96,45.23,-3.7,0.025,67.9,2,3
54.683,46.76,diamict,massive_diamict,13.888,3.3531,41.065,1.5077,40.472,45.192,-2.6,0.025,66.3,2,3
54.684,46.76,diamict,massive_diamict,13.888,3.3531,41.065,1.5077,40.472,45.192,-2.6,0.025,66.3,2,3
54.709,46.78,diamict,massive_diamict,13.863,3.2287,41.695,1.522,39.225,44.985,-1.4,0.025,64.9,2,3
54.733,46.8,diamict,massive_diamict,13.918,3.0961,41.251,1.5858,42.843,44.912,-1.4,0.025,65.4,2,3
54.734,46.8,diamict,massive_diamict,13.918,3.0961,41.251,1.5858,42.843,44.912,-1.4,0.025,65.4,2,3
54.759,46.82,diamict,massive_diamict,13.61,3.1734,41.813,1.5441,41.941,45.233,-1.3,0.025,68.4,2,3
54.783,46.84,diamict,massive_diamict,13.299,3.3395,39.823,1.4584,40.897,45.128,-3.8,0.025,70.8,2,3
54.784,46.84,diamict,massive_diamict,13.299,3.3395,39.823,1.4584,40.897,45.128,-3.8,0.025,70.8,2,3
54.809,46.86,diamict,massive_diamict,13.252,3.4735,42.554,1.5232,40.145,45.127,-1.4,0.026,72,2,3
54.833,46.88,diamict,massive_diamict,13.419,3.5987,41.513,1.5047,41.772,46.1,-3.1,0.026,72.9,2,3
54.834,46.88,diamict,massive_diamict,13.419,3.5987,41.513,1.5047,41.772,46.1,-3.1,0.026,72.9,2,3
54.859,46.91,diamict,massive_diamict,13.213,3.4121,42.909,1.5689,42.239,45.405,-2.9,0.026,73.4,2,3
54.883,46.93,diamict,massive_diamict,13.34,3.4099,44.342,1.6105,43.278,45.382,-1.8,0.026,72.7,2,3
54.884,46.93,diamict,massive_diamict,13.34,3.4099,44.342,1.6105,43.278,45.382,-1.8,0.026,72.7,2,3
54.909,46.95,diamict,massive_diamict,13.06,3.4677,45.233,1.5523,44.449,45.586,-3.6,0.026,73.9,2,3
54.933,46.97,diamict,massive_diamict,13.07,3.5664,45.757,1.5578,45.772,44.605,-0.7,0.026,80.7,2,3
54.934,46.97,diamict,massive_diamict,13.07,3.5664,45.757,1.5578,45.772,44.605,-0.7,0.026,80.7,2,3
54.959,46.99,diamict,massive_diamict,13.383,3.4375,45.517,1.5808,43.639,45.933,0.4,0.026,82.5,2,3
54.983,47.01,diamict,massive_diamict,13.449,3.5882,47.192,1.5077,41.465,46.194,-0.5,0.026,79.5,2,3
54.984,47.01,diamict,massive_diamict,13.449,3.5882,47.192,1.5077,41.465,46.194,-0.5,0.026,79.5,2,3
55.009,47.03,diamict,massive_diamict,13.646,3.5052,42.106,1.5588,41.815,46.194,-2.4,0.025,74.8,2,3
55.033,47.05,diamict,massive_diamict,13.609,3.7698,41.808,1.508,42.404,45.798,-3.3,0.025,68.1,2,3
55.034,47.06,diamict,massive_diamict,13.609,3.7698,41.808,1.508,42.404,45.798,-3.3,0.025,68.1,2,3
55.059,47.08,diamict,massive_diamict,13.437,3.7338,40.304,1.5818,41.214,45.491,-2.6,0.025,65.1,2,3
55.083,47.1,diamict,massive_diamict,13.527,3.7905,42.868,1.5797,42.365,45.372,-1.1,0.025,63.4,2,3
55.084,47.1,diamict,massive_diamict,13.527,3.7905,42.868,1.5797,42.365,45.372,-1.1,0.025,63.4,2,3
55.109,47.12,diamict,massive_diamict,13.435,3.7138,42.321,1.5535,41.931,45.492,-2.3,0.025,62.1,2,3
55.133,47.14,diamict,massive_diamict,13.867,3.2573,46.27,1.6474,44.413,44.491,-1.8,0.025,61.9,2,3
55.134,47.14,diamict,massive_diamict,13.867,3.2573,46.27,1.6474,44.413,44.491,-1.8,0.025,61.9,2,3
55.159,47.16,diamict,massive_diamict,13.772,3.5123,42.729,1.5934,43.137,45.209,-1.2,0.025,64.1,2,3
55.183,47.18,diamict,massive_diamict,14.002,3.4113,41.933,1.565,44.509,45.581,-0.5,0.025,70.7,2,3
55.184,47.18,diamict,massive_diamict,14.002,3.4113,41.933,1.565,44.509,45.581,-0.5,0.025,70.7,2,3
55.209,47.21,diamict,massive_diamict,13.46,3.5419,45.397,1.616,45.659,45.262,-2.5,0.025,76.5,2,3
55.233,47.23,diamict,massive_diamict,13.481,3.4514,46.974,1.5714,45.486,45.449,-1.5,0.025,77.4,2,3
55.234,47.23,diamict,massive_diamict,13.481,3.4514,46.974,1.5714,45.486,45.449,-1.5,0.025,77.4,2,3
55.259,47.25,diamict,massive_diamict,13.32,3.7399,43.227,1.5349,41.962,45.384,-1.5,0.025,77,2,3
55.283,47.27,diamict,massive_diamict,13.06,3.6828,46.022,1.5447,43.925,44.59,-2,0.025,77.3,2,3
55.284,47.27,diamict,massive_diamict,13.06,3.6828,46.022,1.5447,43.925,44.59,-2,0.025,77.3,2,3
55.309,47.29,diamict,massive_diamict,12.666,3.5578,46.957,1.6077,48.1,44.526,-1.8,0.025,71.1,2,3
55.333,47.31,diamict,massive_diamict,12.868,4.0809,48.172,1.5832,45.187,45.014,-2.7,0.025,62.8,2,3
55.345,47.32,diamict,massive_diamict,11.991,3.6184,45.425,1.485,45.595,42.959,-2.4,0.025,62.8,2,3
55.351,47.33,diamict,massive_diamict,11.635,3.6649,49.946,1.5782,45.202,42.332,-2.4,0.025,61.9,2,3
55.37,47.34,diamict,massive_diamict,11.635,3.6649,49.946,1.5782,45.202,42.332,-3.5,0.025,61.9,2,3
55.395,47.36,diamict,massive_diamict,9.9121,3.2806,45.16,1.3295,42.961,37.46,-2.3,0.025,62.9,2,3
55.401,47.37,diamict,massive_diamict,9.9121,3.2806,45.16,1.3295,42.961,37.46,-1.6,0.025,69.1,2,3
55.42,47.39,diamict,massive_diamict,11.33,3.6691,48.479,1.5018,47.327,41.746,-0.9,0.025,69.1,2,3
55.445,47.41,diamict,massive_diamict,11.962,3.6314,51.264,1.5271,46.556,41.899,-2.7,0.025,67.4,2,3
55.451,47.41,diamict,massive_diamict,12.193,3.4716,45.84,1.4901,42.622,42.814,-2.7,0.025,67.4,2,3
55.47,47.43,diamict,massive_diamict,11.503,3.5074,47.899,1.482,43.033,40.723,-2.5,0.025,60.9,2,3
55.495,47.45,diamict,massive_diamict,6.7642,2.597,42.119,0.92841,35.739,27.927,-2.3,0.025,56.8,2,3
55.501,47.46,diamict,massive_diamict,6.7642,2.597,42.119,0.92841,35.739,27.927,-2.1,0.025,54.6,2,3
55.52,47.47,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-2.1,0.025,54.6,2,3
55.545,47.49,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-2,0.025,55.8,2,3
55.551,47.5,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-2,0.025,59.2,2,3
55.57,47.51,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-2.1,0.025,59.2,2,3
55.595,47.54,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-1.3,0.025,63.6,2,3
55.601,47.54,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-1.3,0.025,63.6,2,3
55.62,47.56,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-2.6,0.026,63.6,2,3
55.645,47.58,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-1.7,0.026,64.7,2,3
55.651,47.58,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-1.7,0.026,64.7,2,3
55.67,47.6,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-1.3,0.026,65.1,2,3
55.695,47.62,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-1.7,0.026,63.9,2,3
55.701,47.63,diamict,massive_diamict,13.124,3.3996,42.244,1.4784,40.406,44.598,-1.3,0.026,65.8,2,3
55.72,47.64,diamict,massive_diamict,13.153,3.3609,41.401,1.4436,42.17,44.521,-1.3,0.026,65.8,2,3
55.745,47.66,diamict,massive_diamict,12.747,3.4338,43.711,1.4861,41.389,43.674,-1.1,0.026,73.8,2,3
55.751,47.67,diamict,massive_diamict,13.102,3.4001,43.307,1.4902,42.317,44.064,-1.5,0.026,60.8,2,3
55.752,47.67,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-1.5,0.026,60.8,2,3
55.752,47.67,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-1.5,0.026,60.8,2,3
55.77,47.69,diamict,massive_diamict,13.359,3.3099,41.848,1.465,40.246,44.352,-1.5,0.026,61.2,2,3
55.777,47.69,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-1.5,0.026,61.2,2,3
55.795,47.71,diamict,massive_diamict,12.787,3.386,41.522,1.483,41.484,43.748,-1.6,0.026,61.2,2,3
55.801,47.71,diamict,massive_diamict,12.787,3.386,41.522,1.483,41.484,43.748,-1.6,0.026,61.2,2,3
55.802,47.71,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-1.6,0.026,61.2,2,3
55.802,47.71,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-1.6,0.026,61.2,2,3
55.82,47.73,diamict,massive_diamict,13.27,3.3918,43.36,1.4976,41.399,44.501,-1.3,0.025,65.3,2,3
55.827,47.73,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-1.3,0.025,65.3,2,3
55.845,47.75,diamict,massive_diamict,13.301,3.3807,42.723,1.4807,40.828,44.451,-2.4,0.025,67.2,2,3
55.851,47.75,diamict,massive_diamict,13.579,3.3433,41.703,1.4735,40.488,44.745,-2.4,0.025,67.2,2,3
55.852,47.76,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-2.4,0.025,67.7,2,3
55.852,47.76,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-2.4,0.025,67.7,2,3
55.87,47.77,diamict,massive_diamict,13.243,3.3723,42.362,1.4866,39.916,44.745,-2.2,0.025,67.7,2,3
55.877,47.78,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-2.2,0.025,67.8,2,3
55.895,47.79,diamict,massive_diamict,13.543,3.3849,42.984,1.4776,41.394,45.004,-2.3,0.025,67.8,2,3
55.901,47.8,diamict,massive_diamict,13.543,3.3849,42.984,1.4776,41.394,45.004,-2.2,0.025,65.9,2,3
55.902,47.8,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-2.2,0.025,65.9,2,3
55.902,47.8,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-2.2,0.025,65.9,2,3
55.92,47.81,diamict,massive_diamict,13.819,3.3732,42.726,1.486,41.815,45.201,-2.2,0.025,65.9,2,3
55.927,47.82,diamict,massive_diamict,11.38,3.3038,42.266,1.4166,38.393,40.576,-1.1,0.025,66.2,2,3
55.945,47.83,diamict,massive_diamict,13.746,3.3768,41.458,1.4781,39.61,45.207,-1.1,0.025,66.2,2,3
55.951,47.84,diamict,massive_diamict,12.858,3.3981,43.119,1.4842,40.961,43.826,-1,0.025,69.5,2,3
55.97,47.86,diamict,massive_diamict,13.053,3.4321,43.098,1.4944,41.814,44.177,-1.6,0.025,69.5,2,3
55.995,47.88,diamict,massive_diamict,13.098,3.4931,45.025,1.5146,44.05,44.826,-2,0.025,66.4,2,3
56.001,47.88,diamict,massive_diamict,13.098,3.4931,45.025,1.5146,44.05,44.826,-2,0.025,66.4,2,3
56.02,47.9,diamict,massive_diamict,12.97,3.3948,44.074,1.4993,43.624,44.388,-2.6,0.026,65.5,2,3
56.045,47.92,diamict,massive_diamict,12.495,3.3853,43.662,1.5001,45.632,43.027,-2.2,0.026,65.2,2,3
56.051,47.93,diamict,massive_diamict,12.814,3.4429,43.338,1.5192,43.745,43.821,-2.2,0.026,64,2,3
56.07,47.94,diamict,massive_diamict,12.972,3.4604,46.406,1.5321,42.014,44.209,-1,0.026,64,2,3
56.095,47.96,diamict,massive_diamict,13.281,3.4762,45.25,1.5297,41.392,44.184,-1.6,0.026,62.8,2,3
56.101,47.97,diamict,massive_diamict,13.281,3.4762,45.25,1.5297,41.392,44.184,-2.2,0.027,61.8,2,3
56.12,47.98,diamict,massive_diamict,12.684,3.4697,44.726,1.5124,41.661,43.831,-2.2,0.027,61.8,2,3
56.145,48.01,diamict,massive_diamict,13.366,3.371,43.055,1.4957,39.787,44.664,-0.8,0.027,76,2,3
56.151,48.01,diamict,massive_diamict,13.335,3.4244,42.704,1.4812,40.27,45.148,-0.8,0.027,76,2,3
56.17,48.03,diamict,massive_diamict,13.767,3.3831,41.092,1.5067,40.07,45.482,-1.4,0.027,76,2,3
56.195,48.05,diamict,massive_diamict,13.456,3.3553,42.495,1.4905,41.701,44.586,-1.3,0.027,71.3,2,3
56.201,48.05,diamict,massive_diamict,13.456,3.3553,42.495,1.4905,41.701,44.586,-1.3,0.027,71.3,2,3
56.22,48.07,diamict,massive_diamict,13.067,3.3664,43.114,1.4467,41.589,44.636,-1.3,0.025,66.6,2,3
56.245,48.09,diamict,massive_diamict,12.941,3.3763,42.017,1.4666,40.34,44.666,-2.4,0.025,62,2,3
56.251,48.1,diamict,massive_diamict,13.016,3.508,43.518,1.5514,42.02,44.706,-2.4,0.025,62.2,2,3
56.27,48.11,diamict,massive_diamict,12.731,3.5287,45.553,1.5029,42.407,43.661,-3.8,0.025,62.2,2,3
56.302,48.14,diamict,massive_diamict,12.731,3.5287,45.553,1.5029,42.407,43.661,-3,0.024,62.9,2,3
56.314,48.15,diamict,massive_diamict,12.618,3.4072,42.499,1.5119,42.357,43.265,-3,0.024,62.9,2,3
56.327,48.16,diamict,massive_diamict,12.612,3.3608,44.331,1.4772,41.008,42.825,-3.1,0.024,63.6,2,3
56.352,48.18,diamict,massive_diamict,12.123,3.5385,44.962,1.5391,42.663,42.884,-3.1,0.024,63.6,2,3
56.364,48.19,diamict,massive_diamict,12.123,3.5385,44.962,1.5391,42.663,42.884,-3.1,0.024,64.5,2,3
56.377,48.2,diamict,massive_diamict,12.862,3.3788,43.792,1.477,41.445,43.852,-2.8,0.024,64.5,2,3
56.402,48.23,diamict,massive_diamict,13.232,3.3819,43.839,1.4867,40.1,43.859,-2.7,0.024,63.9,2,3
56.414,48.24,diamict,massive_diamict,12.885,3.4895,45.625,1.5109,40.85,44.16,-2.7,0.024,63.9,2,3
56.427,48.25,diamict,massive_diamict,13.525,3.4616,43.808,1.468,39.605,45.418,-3.4,0.024,64.2,2,3
56.452,48.27,diamict,massive_diamict,13.726,3.3412,41.884,1.4758,40.474,45.067,-3.3,0.024,64.1,2,3
56.464,48.28,diamict,massive_diamict,13.726,3.3412,41.884,1.4758,40.474,45.067,-3.1,0.024,64.1,2,3
56.477,48.29,diamict,massive_diamict,13.571,3.3147,39.095,1.4654,38.952,44.143,-3.1,0.024,63.8,2,3
56.502,48.31,diamict,massive_diamict,13.731,3.3441,44.819,1.4778,41.061,44.72,-3,0.025,64,2,3
56.514,48.32,diamict,massive_diamict,13.229,3.4143,43.624,1.5094,41.563,44.41,-2.8,0.025,64,2,3
56.527,48.33,diamict,massive_diamict,13.417,3.3257,40.998,1.4911,40.977,44.928,-2.5,0.025,64,2,3
56.552,48.35,diamict,massive_diamict,13.607,3.4012,42.688,1.479,40.842,44.973,-3,0.025,64.3,2,3
56.564,48.36,diamict,massive_diamict,13.607,3.4012,42.688,1.479,40.842,44.973,-3,0.025,64.1,2,3
56.577,48.38,diamict,massive_diamict,13.677,3.4119,40.969,1.489,42.109,45.245,-3.6,0.025,63.3,2,3
56.602,48.4,diamict,massive_diamict,13.547,3.4141,41.669,1.4804,41.861,45.087,-3.3,0.025,63.7,2,3
56.614,48.41,diamict,massive_diamict,13.727,3.4369,42.627,1.5091,40.33,45.425,-3.3,0.025,63.7,2,3
56.627,48.42,diamict,massive_diamict,13.727,3.4369,42.627,1.5091,40.33,45.425,-3.1,0.025,63.5,2,3
56.652,48.44,diamict,massive_diamict,13.709,3.428,42.404,1.5035,41.236,45.969,-1.9,0.025,65,2,3
56.664,48.45,diamict,massive_diamict,13.532,3.4536,41.076,1.5214,39.224,45.468,-2.2,0.025,65,2,3
56.677,48.46,diamict,massive_diamict,13.532,3.4536,41.076,1.5214,39.224,45.468,-2.2,0.025,64.2,2,3
56.702,48.48,diamict,massive_diamict,13.359,3.4689,41.97,1.51,39.978,45.656,-1.1,0.025,64.2,2,3
56.714,48.49,diamict,massive_diamict,13.53,3.5136,44.786,1.5142,44.613,45.45,-1,0.025,64.1,2,3
56.727,48.5,diamict,massive_diamict,13.416,3.4951,44.225,1.5065,41.708,45.328,-1.9,0.025,64.1,2,3
56.752,48.52,diamict,massive_diamict,12.825,3.176,39.646,1.3471,37.84,42.571,-2.1,0.025,63.8,2,3
56.764,48.53,diamict,massive_diamict,12.825,3.176,39.646,1.3471,37.84,42.571,-2.1,0.025,64.1,2,3
56.777,48.55,diamict,massive_diamict,13.242,3.3205,39.311,1.4206,39.438,44.545,-1.3,0.025,64.2,2,3
56.802,48.57,diamict,massive_diamict,13.452,3.4461,42.3,1.5183,40.654,45.851,-2.6,0.025,64.8,2,3
56.814,48.58,diamict,massive_diamict,13.686,3.4001,41.842,1.4756,40.08,45.827,-2.6,0.025,64.8,2,3
56.827,48.59,diamict,massive_diamict,13.486,3.4846,43.028,1.5096,40.754,45.465,-1.7,0.025,64.6,2,3
56.852,48.61,diamict,massive_diamict,13.53,3.4738,43.102,1.5097,42.834,45.609,-1.3,0.025,63.7,2,3
56.864,48.62,diamict,massive_diamict,13.53,3.4738,43.102,1.5097,42.834,45.609,-1.5,0.025,63.7,2,3
56.877,48.63,diamict,massive_diamict,13.431,3.4329,45.052,1.5152,43.566,45.181,-1.5,0.025,64.6,2,3
56.902,48.65,diamict,massive_diamict,13.3,3.4456,42.492,1.4843,40.565,45.264,-2.2,0.025,64.6,2,3
56.914,48.66,diamict,massive_diamict,13.109,3.4407,44.15,1.4872,42.893,45.087,-2.8,0.025,63.7,2,3
56.927,48.67,diamict,massive_diamict,13.191,3.434,43.004,1.485,40.866,45.017,-2.8,0.025,63.7,2,3
56.952,48.7,diamict,massive_diamict,13.491,3.5291,45.044,1.5639,42.745,45.108,-2.4,0.025,65.9,2,3
56.964,48.71,diamict,massive_diamict,13.491,3.5291,45.044,1.5639,42.745,45.108,-3.8,0.025,65.9,2,3
56.977,48.72,diamict,massive_diamict,11.015,2.9446,43.677,1.2195,42.199,37.939,-3.8,0.025,67.7,2,3
57.002,48.74,diamict,massive_diamict,11.015,2.9446,43.677,1.2195,42.199,37.939,-1.8,0.025,66.4,2,3
57.014,48.75,diamict,massive_diamict,11.015,2.9446,43.677,1.2195,42.199,37.939,-1.8,0.025,66.4,2,3
57.027,48.76,diamict,massive_diamict,13.373,3.5043,46.874,1.531,43.225,45.131,-0.8,0.025,64.6,2,3
57.052,48.78,diamict,massive_diamict,13.739,3.4226,43.845,1.5177,41.973,45.212,-1.4,0.025,63.8,2,3
57.064,48.79,diamict,massive_diamict,13.739,3.4226,43.845,1.5177,41.973,45.212,-1.5,0.025,63.8,2,3
57.077,48.8,diamict,massive_diamict,13.743,3.4317,42.185,1.531,40.736,45.616,-1.5,0.025,63.8,2,3
57.102,48.82,diamict,massive_diamict,13.394,3.4332,44.052,1.5237,43.884,45.413,-2,0.025,63.5,2,3
57.114,48.83,diamict,massive_diamict,13.578,3.4164,44.419,1.5201,41.269,45.465,-2.3,0.025,63.9,2,3
57.127,48.85,diamict,massive_diamict,13.578,3.4164,44.419,1.5201,41.269,45.465,-1.9,0.025,65.2,2,3
57.152,48.87,diamict,massive_diamict,13.382,3.5003,45.583,1.5416,42.409,44.988,-2.5,0.025,67.8,2,3
57.164,48.88,diamict,massive_diamict,13.382,3.5003,45.583,1.5416,42.409,44.988,-0.9,0.025,67.8,2,3
57.177,48.89,diamict,massive_diamict,13.231,3.4343,41.992,1.5072,41.444,44.965,-0.9,0.025,66.8,2,3
57.202,48.91,diamict,massive_diamict,13.67,3.3578,45.052,1.4977,40.455,45.081,-1.2,0.025,65.9,2,3
57.214,48.92,diamict,massive_diamict,13.544,3.4027,44.474,1.5029,40.521,45.581,-1.2,0.025,65.9,2,3
57.227,48.93,diamict,massive_diamict,13.297,3.3852,44.508,1.5032,41.62,44.784,-2,0.025,65.4,2,3
57.252,48.95,diamict,massive_diamict,13.349,3.3513,43.769,1.489,40.119,45.495,-3,0.025,65.4,2,3
57.264,48.96,diamict,massive_diamict,13.349,3.3513,43.769,1.489,40.119,45.495,-3,0.025,63.8,2,3
57.277,48.97,diamict,massive_diamict,13.468,3.4326,44.289,1.5,42.319,45.585,-2.1,0.025,63.8,2,3
57.302,48.99,diamict,massive_diamict,13.537,3.3979,44.088,1.5027,41.145,45.256,-0.9,0.025,63.6,2,3
57.314,49.01,diamict,massive_diamict,13.86,3.3779,43.512,1.471,40.754,45.789,-1.2,0.025,65.3,2,3
57.327,49.02,diamict,massive_diamict,13.683,3.3673,42.624,1.4739,39.438,45.097,-2,0.025,64.6,2,3
57.352,49.04,diamict,massive_diamict,13.752,3.3882,42.932,1.4932,40.154,45.462,-1.9,0.025,63.6,2,3
57.364,49.05,diamict,massive_diamict,13.752,3.3882,42.932,1.4932,40.154,45.462,-2.7,0.025,63.6,2,3
57.377,49.06,diamict,massive_diamict,13.162,3.3966,45.525,1.475,41.005,45.015,-2.7,0.025,62.9,2,3
57.402,49.08,diamict,massive_diamict,13.347,3.3981,42.328,1.4728,40.762,45.316,-2.9,0.026,63.4,2,3
57.414,49.09,diamict,massive_diamict,13.217,3.3853,43.193,1.4837,40.498,44.915,-2.9,0.026,63.4,2,3
57.427,49.1,diamict,massive_diamict,13.093,3.4375,44.134,1.5167,41.348,44.802,-3.3,0.026,63.4,2,3
57.452,49.12,diamict,massive_diamict,13.306,3.3944,43.052,1.4821,41.324,44.486,-3.1,0.026,64.7,2,3
57.464,49.13,diamict,massive_diamict,13.306,3.3944,43.052,1.4821,41.324,44.486,-3.1,0.026,63.6,2,3
